id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lng
142,君津駅前店 | タリーズコーヒー,千葉県,君津市,東坂田2-3-1,君津駅徒歩3分以上,0439-52-5550,"平日：7:30〜21:30
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=722,TRUE,FALSE,TRUE,TRUE,35.3359103,139.8948968
143,三井アウトレットパーク幕張店 | タリーズコーヒー,千葉県,千葉市,美浜区ひび野2-6-1三井アウトレットパーク1F,海浜幕張駅徒歩2分以上,043-310-8760,"平日：10:00〜20:00
土：10:00〜20:00
日祝：10:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=256,TRUE,TRUE,TRUE,FALSE,35.6466345,140.0420091
144,三井アウトレットパーク木更津店 | タリーズコーヒー,千葉県,木更津市,金田東3丁目1番1三井アウトレットパーク木更津内区画番号1300,袖ヶ浦駅徒歩28分以上,0438-40-1533,"平日：9:30〜21:00
土：9:30〜21:00
日祝：9:30〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=558,TRUE,FALSE,TRUE,FALSE,35.43482,139.9352502
145,新松戸店 | タリーズコーヒー,千葉県,松戸市,新松戸3-2-2ダイエー新松戸店1F,幸谷駅徒歩5分以上,047-309-5599,"平日：9:00〜21:00
土：9:00〜21:00
日祝：9:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=78,TRUE,FALSE,TRUE,FALSE,35.8251874,139.9157082
146,成田空港第１ターミナル南ウイング店 | タリーズコーヒー,千葉県,成田市,三里塚字御料牧場1-1成田国際空港第一旅客ターミナル南ウイング4Ｆ,成田空港駅徒歩4分以上,0476-33-2914,"平日：7:00〜20:30（L.O.20:00）
土：7:00〜20:30（L.O.20:00）
日祝：7:00〜20:30（L.O.20:00）",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=676,FALSE,FALSE,FALSE,FALSE,35.7631713,140.3852457
147,成田空港第1ターミナル北ウイング店 | タリーズコーヒー,千葉県,成田市,成田国際空港内第1旅客ターミナルビル北ウイング5F,成田空港駅徒歩1分以上,0476-33-5777,"平日：7:00〜19:30（L.O.19:00）
土：7:00〜19:30（L.O.19:00）
日祝：7:00〜19:30（L.O.19:00）",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=224,TRUE,TRUE,FALSE,FALSE,35.7657198,140.3849749
148,成田空港第2ターミナル店 | タリーズコーヒー,千葉県,成田市,古込字古込1番1成田国際空港内第2旅客ターミナル本館3階制限区域,空港第２ビル駅徒歩3分以内,0476-34-6659,"平日：7：30〜21：30
土：7：30〜21：30
日祝：7：30〜21：30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=498,FALSE,FALSE,FALSE,FALSE,35.773833,140.387326
149,千葉みなと店 | タリーズコーヒー,千葉県,千葉市,中央区中央港1-16-3,千葉みなと駅徒歩4分以上,043-238-2155,"平日：7:30〜19:30
土：7:30〜19:30
日祝：7:30〜19:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=280,TRUE,FALSE,TRUE,TRUE,35.6042976,140.1031049
150,千葉西総合病院店 | タリーズコーヒー,千葉県,松戸市,金ヶ作字佐野107番1,常盤平駅徒歩6分以上,047-311-5355,"平日：7:30〜19:00
土：7:30〜19:00
日祝：9:30〜17:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=650,FALSE,FALSE,FALSE,TRUE,35.804001,139.944711
151,南柏店 | タリーズコーヒー,千葉県,柏市,南柏中央6-7フィールズ南柏MALL-1,南柏駅徒歩1分以上,04-7160-0021,"平日：9:00〜21:00
土：9:00〜21:00
日祝：9:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=282,FALSE,FALSE,TRUE,FALSE,35.844249,139.955353
152,柏モディ店 | タリーズコーヒー,千葉県,柏市,柏1-2-26柏モディ2F,柏駅徒歩3分以上,04-7113-5140,"平日：8:00〜22:00
土：8:00〜22:00
日祝：8:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=853,TRUE,FALSE,FALSE,FALSE,35.8608412,139.9709788
153,八千代村上店 | タリーズコーヒー,千葉県,八千代市,村上南1丁目3番地1イトーヨーカドー八千代店2F,東葉勝田台駅徒歩14分以上,047-405-3775,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=87,TRUE,FALSE,TRUE,FALSE,35.722247,140.1168852
154,＆TEA六本木一丁目店 | タリーズコーヒー,東京都,港区,六本木1-6-1泉ガーデンタワー1Ｆ,六本木一丁目駅徒歩1分以上,03-5797-7809,"平日：7:30〜21:00
土：8:00〜18:00
日祝：8:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=938,FALSE,FALSE,FALSE,FALSE,35.6645512,139.7394972
155,Emio Style BIGBOX 高田馬場店 | タリーズコーヒー,東京都,新宿区,高田馬場1-35-3BIGBOX高田馬場2F,高田馬場駅徒歩2分以上,03-6380-2650,"平日：8:00〜22:00
土：8:00〜22:00
日祝：8:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=902,FALSE,TRUE,FALSE,FALSE,35.7126599,139.7044286
156,Ｅｍｉｏ東久留米店 | タリーズコーヒー,東京都,東久留米市,東本町1-8,東久留米駅徒歩3分以内,042-479-2655,"平日：7:30〜21:30
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=456,TRUE,TRUE,TRUE,FALSE,35.7607724,139.5338137
157,Emio練馬高野台店 | タリーズコーヒー,東京都,練馬区,高野台1-7-27Emio練馬高野台2F,練馬高野台駅徒歩3分以内,03-5923-6681,"平日：7:30〜21:30
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=582,TRUE,TRUE,TRUE,FALSE,35.7403114,139.6175778
158,ＩＢＭ箱崎店 | タリーズコーヒー,東京都,中央区,日本橋箱崎町19-21IBM箱崎ビル1F,水天宮前駅徒歩7分以上,03-5643-0127,"平日：7:30〜21:00
土：休業日
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=238,TRUE,TRUE,FALSE,TRUE,35.6784761,139.7870956
159,ＭＩＮＡＮＯ分倍河原店 | タリーズコーヒー,東京都,府中市,片町3-22-26,分倍河原駅徒歩2分以上,042-352-8455,"平日：8:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=417,TRUE,TRUE,TRUE,FALSE,35.6670374,139.4695373
160,ＮＢＦ豊洲店 | タリーズコーヒー,東京都,江東区,豊洲5-6-52,豊洲駅徒歩8分以上,03-6221-0211,"平日：7:30〜19:30
土：10:00〜19:30
日祝：10:00〜19:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=223,TRUE,FALSE,TRUE,TRUE,35.6505891,139.7992764
161,nonowa武蔵境店 | タリーズコーヒー,東京都,武蔵野市,境南町2丁目1番35号,武蔵境駅徒歩2分以上,0422-38-5510,"平日：7:00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=840,TRUE,TRUE,TRUE,FALSE,35.702152,139.5447433
162,OEDO日本橋店 | タリーズコーヒー,東京都,中央区,日本橋二丁目7-1東京日本橋タワーB1F,茅場町駅徒歩8分以上,03-6262-1350,"平日：7:00〜21:00
土：8:00〜20:00
日祝：8:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=763,TRUE,TRUE,TRUE,TRUE,35.6818052,139.7741444
163,ＰＣＰ丸の内店 | タリーズコーヒー,東京都,千代田区,丸の内1-11-1パシフィックセンチュリープレイス丸の内B1,京橋駅徒歩4分以上,03-5208-8423,"平日：7:30〜22:00
土：9:00〜19:00
日祝：9:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=40,FALSE,TRUE,FALSE,FALSE,35.6780553,139.7668852
164,with U ルミネ池袋店 | タリーズコーヒー,東京都,豊島区,西池袋1-11-1ルミネ池袋6F,池袋駅徒歩3分以上,03-5927-8201,"平日：11:00〜21:30
土：11:00〜21:00
日祝：11:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=775,TRUE,FALSE,FALSE,FALSE,35.728886,139.709615
165,アトレヴィ巣鴨店 | タリーズコーヒー,東京都,豊島区,巣鴨1丁目16番8号アトレヴィ巣鴨4F,巣鴨駅徒歩2分以上,03-5961-5531,"平日：10:00〜22:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=450,TRUE,TRUE,TRUE,FALSE,35.7335708,139.7393103
166,アトレ吉祥寺店 | タリーズコーヒー,東京都,武蔵野市,吉祥寺南町1丁目1番24号アトレ吉祥寺東館2F,吉祥寺駅徒歩1分以上,0422-22-2247,"平日：7:30〜22:00
土：7:30〜22:00
日祝：7:30〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=472,FALSE,FALSE,TRUE,FALSE,35.7032047,139.5813448
167,アトレ秋葉原店 | タリーズコーヒー,東京都,千代田区,神田花岡町1-9アトレ秋葉原22F,秋葉原駅徒歩1分以上,03-5296-7711,"平日：7:00〜22:00
土：8:00〜22:00
日祝：8:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=262,FALSE,FALSE,FALSE,FALSE,35.6983332,139.7746724
168,アトレ大森店 | タリーズコーヒー,東京都,大田区,大森北1-6-16アトレ大森１Ｆ,大森駅徒歩3分以内,03-5767-5371,"平日：7:00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=588,TRUE,FALSE,FALSE,FALSE,35.5883957,139.7282752
169,アトレ目黒店 | タリーズコーヒー,東京都,品川区,上大崎3-1-1アトレ目黒2・2F,目黒駅徒歩1分以上,03-5719-2117,"平日：7:30〜22:30
土：8:00〜22:30
日祝：9:00〜22:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=51,TRUE,FALSE,FALSE,FALSE,35.633358,139.71573
170,イーホテル東新宿店 | タリーズコーヒー,東京都,新宿区,歌舞伎町2-3-15イーホテル東新宿1階,東新宿駅徒歩3分以内,03-5292-3858,"平日：7:00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=389,TRUE,TRUE,FALSE,FALSE,35.6977155,139.707133
171,イオンスタイル板橋前野町店 | タリーズコーヒー,東京都,板橋区,前野町4丁目21番22号イオンスタイル板橋前野町店1F,志村坂上駅徒歩9分以上,03-5939-8955,"平日：9:00〜22:00
土：9:00〜22:00
日祝：9:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=796,TRUE,TRUE,FALSE,FALSE,35.7710915,139.6921415
172,エキュート立川店 | タリーズコーヒー,東京都,立川市,柴崎町3-1-1エキュート立川3F,立川駅徒歩3分以内,042-527-8338,"平日：10:00〜21:30
土：10:00〜21:30
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=860,FALSE,FALSE,FALSE,FALSE,35.697987,139.413478
173,エビススバルビル店 | タリーズコーヒー,東京都,渋谷区,恵比寿1-20-8エビススバルビル1F,恵比寿駅徒歩6分以上,03-5422-9121,"平日：7:30〜20:00
土：8：00〜20：00
日祝：8:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=727,FALSE,TRUE,FALSE,TRUE,35.6470057,139.7134304
174,エミオ田無店 | タリーズコーヒー,東京都,西東京市,田無町4丁目1-1エミオ田無2F,田無駅徒歩3分以内,042-452-9311,"平日：7:30〜21:30
土：7:30〜21:30
日祝：7:30〜21:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=916,FALSE,TRUE,FALSE,FALSE,35.7274947,139.5399214
175,お台場デックス店 | タリーズコーヒー,東京都,港区,台場1-6-1デックス東京ビーチ1F,お台場海浜公園駅徒歩2分以上,03-3599-1461,"月〜木：8:00〜21:00
金・土：8:00〜22:00
日祝：8:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=317,TRUE,FALSE,FALSE,FALSE,35.6292221,139.7769546
176,がん研有明病院店 | タリーズコーヒー,東京都,江東区,有明3-8-31がん研有明病院内,有明駅徒歩1分以上,03-6380-7313,"平日：7:00〜19:00
土：9:00〜17:00
日祝：9:00〜17:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=380,TRUE,FALSE,FALSE,TRUE,35.6340048,139.7945687
177,グランエミオ大泉学園店 | タリーズコーヒー,東京都,練馬区,東大泉一丁目28-1グランエミオ大泉学園2F,大泉学園駅徒歩3分以内,03-6904-6035,"平日：7:00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=759,TRUE,TRUE,TRUE,TRUE,35.749628,139.587385
178,グランデュオ立川店 | タリーズコーヒー,東京都,立川市,柴崎町3-2-16F,立川駅徒歩1分以上,042-540-2280,"平日：10：00〜21：00
土：10：00〜21：00
日祝：10：00〜21：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=524,TRUE,FALSE,TRUE,FALSE,35.6973884,139.414818
179,グリナード永山店 | タリーズコーヒー,東京都,多摩市,永山1-4グリナード永山1号館4F,小田急永山駅徒歩3分以内,042-311-7200,"平日：8:00〜21:30(L.O.21:00)
土：8:00〜21:30(L.O.21:00)
日祝：8:00〜21:30(L.O.21:00)",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=160,TRUE,FALSE,TRUE,FALSE,35.6292187,139.4483931
180,シャポーロコ平井店 | タリーズコーヒー,東京都,江戸川区,平井3-30-1シャポーロコ平井1F・2F,平井駅徒歩3分以内,03-5875-5332,"平日：7:00〜21:00
土：8:00〜21:00
日祝：8:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=925,FALSE,FALSE,TRUE,FALSE,35.7063427,139.84261
181,セレオ国分寺店 | タリーズコーヒー,東京都,国分寺市,南町3-20-3セレオ国分寺2F,国分寺駅徒歩2分以上,042-300-2230,"平日：7:00〜22:00
土：7:00〜22:00
日祝：7:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=656,TRUE,TRUE,TRUE,FALSE,35.69982,139.4805606
182,セレスティン芝三井ビルディング店 | タリーズコーヒー,東京都,港区,芝3-23-1セレスティン芝三井ビルディング1F,芝公園駅徒歩4分以上,03-5419-3588,"平日：7:00〜20:30
土：8:00〜18:00
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=56,TRUE,FALSE,FALSE,TRUE,35.6510572,139.7487576
183,ソニーシティ内店 | タリーズコーヒー,東京都,港区,港南1−7−1ソニーシティ1F,品川駅徒歩10分以上,03-5781-2260,"平日：8:00〜20:00
土：休業日
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=482,TRUE,FALSE,FALSE,TRUE,35.6314113,139.7432875
184,ダイバーシティ東京プラザ店 | タリーズコーヒー,東京都,江東区,青海1丁目1番地1号ダイバーシティ東京プラザ3F,台場駅徒歩5分以上,03-3527-6112,"平日：8:00〜22:00
土：8:00〜22:00
日祝：8:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=561,TRUE,TRUE,TRUE,FALSE,35.6250462,139.7754533
185,タリーズコーヒープライムファイブ 東急プラザ銀座店 | タリーズコーヒー,東京都,中央区,銀座5丁目2番1号東急プラザ銀座B1FA区画,銀座駅徒歩2分以上,03-6264-5480,"平日：7:30〜22:00（L.O.21:30）
土：7:30〜22:00（L.O.21:30）
日祝：7:30〜22:00（L.O.21:30）",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=811,TRUE,FALSE,FALSE,TRUE,35.6721757,139.7624406
186,デンマーク・ザ・ロイヤルカフェテラス 東京スクエアガーデン店 | タリーズコーヒー,東京都,中央区,京橋3丁目1-1東京スクエアガーデンB1F,京橋駅徒歩2分以上,03-6214-1185,"平日：7:00〜22:00
土：11：00〜22：00
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=633,TRUE,FALSE,TRUE,TRUE,35.676097,139.768709
187,ニューオータニガーデンコート店 | タリーズコーヒー,東京都,千代田区,紀尾井町4-1ガーデンコート2F,赤坂見附駅徒歩2分以上,03-3221-0531,"平日：7:30〜20:00
土：9:00〜18:00
日祝：9:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=197,TRUE,TRUE,FALSE,TRUE,35.6793784,139.7356644
188,ビーンズ阿佐ヶ谷店 | タリーズコーヒー,東京都,杉並区,阿佐ヶ谷南3-55-1ビーンズ阿佐ヶ谷2F,阿佐ヶ谷駅徒歩3分以内,03-5327-5307,"平日：10:00〜22:00
土：10:00〜22:00
日祝：10:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=576,TRUE,TRUE,TRUE,FALSE,35.7047964,139.6356254
189,ビリーヴ大森店 | タリーズコーヒー,東京都,品川区,南大井6丁目25-3ビリーヴ大森1F,大森駅徒歩4分以上,03-5753-0350,"平日：7:30〜22:00
土：8:00〜20:00
日祝：9：00〜19:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=353,TRUE,FALSE,TRUE,TRUE,35.5889603,139.7310502
190,フジテレビ店 | タリーズコーヒー,東京都,港区,台場二丁目4番8号,台場駅徒歩3分以上,03-6426-0500,"平日：9:00〜20:00
土：9:00〜20:00
日祝：9:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=924,FALSE,FALSE,FALSE,FALSE,35.6268527,139.7741405
191,ブルースカイタリーズコーヒー羽田空港第一ターミナル店 | タリーズコーヒー,東京都,大田区,羽田空港3-3-2第一旅客ターミナルビルP.O.BOX26,羽田空港第１ビル駅徒歩3分以内,03-5757-9478,"平日：6:00〜20:00
土：6:00〜20:00
日祝：6:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=478,FALSE,FALSE,FALSE,FALSE,35.5491495,139.7847011
192,フレスポ府中店 | タリーズコーヒー,東京都,府中市,西原町1-6-2蔦屋書店フレスポ府中店内,北府中駅徒歩14分以上,042-358-6176,"平日：10：00〜22：00
土：9：00〜22：00
日祝：9：00〜22：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=513,TRUE,TRUE,TRUE,FALSE,35.6823235,139.4606338
193,マロニエゲート銀座2店 | タリーズコーヒー,東京都,中央区,銀座3-2-1マロニエゲート銀座2B2F,銀座一丁目駅徒歩2分以上,03-6228-7218,"月〜木：11:00〜21:00
金・土：11:00〜21:00
日祝：11:00〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=717,TRUE,FALSE,FALSE,FALSE,35.6737384,139.7651841
194,みなみ野店 | タリーズコーヒー,東京都,八王子市,みなみ野1-7-7,八王子みなみ野駅徒歩5分以上,042-632-7776,"平日：9:00〜21:00（L,O.20:30)
土：9:00〜21:00（L,O.20:30)
日祝：9:00〜21:00（L,O.20:30)",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=785,FALSE,FALSE,FALSE,FALSE,35.632494,139.3273252
195,ルミネ池袋店 | タリーズコーヒー,東京都,豊島区,西池袋1-11-1ルミネ池袋1F,池袋駅徒歩4分以上,03-5954-8251,"平日：8:00〜21:30
土：9:00〜21:00
日祝：9:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=886,FALSE,FALSE,FALSE,FALSE,35.728845,139.709308
196,ルミネ北千住店 | タリーズコーヒー,東京都,足立区,千住旭町42-2ルミネ北千住6F,北千住駅徒歩1分以上,03-6806-2252,"平日：10:00〜20:30
土：10:00〜20:30
日祝：10:00〜20:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=875,FALSE,FALSE,FALSE,FALSE,35.749493,139.804875
197,綾瀬駅前店 | タリーズコーヒー,東京都,足立区,綾瀬3-1-2東急ストア内,綾瀬駅徒歩3分以内,03-5849-5550,"平日：8:00〜22:00（L.O21:45）
土：8:00〜22:00（L.O21:45）
日祝：8:00〜22:00（L.O21:45）",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=801,TRUE,TRUE,FALSE,TRUE,35.7622747,139.8251382
198,羽田空港国際線店 | タリーズコーヒー,東京都,大田区,羽田空港2-6-5羽田空港国際線旅客ターミナルビル2F,天空橋駅徒歩19分以上,03-6428-0319,"平日：00:00〜24:00
土：00:00〜24:00
日祝：00:00〜24:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=889,FALSE,FALSE,FALSE,FALSE,35.5449595,139.76862
199,歌舞伎座店 | タリーズコーヒー,東京都,中央区,銀座4-12-15GINZAKABUKIZAB2F,東銀座駅徒歩3分以内,03-3547-3370,"平日：7:30〜22:00
土：8：00〜22：00
日祝：8：00〜22：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=628,TRUE,TRUE,TRUE,TRUE,35.6696727,139.7679144
200,霞が関中央合同庁舎第5号館 | タリーズコーヒー,東京都,千代田区,霞が関1-2-2中央合同庁舎第５号館1階,霞ヶ関駅徒歩2分以上,03-6206-1177,"平日：8:30〜19:00
土：休業日
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=942,FALSE,FALSE,FALSE,FALSE,35.6732657,139.7531492
201,海岸竹芝通り店 | タリーズコーヒー,東京都,港区,海岸1-4-8キヤノン電子ビル,モノレール浜松町駅徒歩3分以上,03-5408-1137,"平日：7:30〜20:00
土：休業日
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=11,TRUE,FALSE,TRUE,TRUE,35.6559744,139.7592781
202,蒲田アロマスクエア店 | タリーズコーヒー,東京都,大田区,蒲田5-37-1ニッセイアロマスクエア1F,蒲田駅徒歩5分以上,03-5714-0630,"平日：7:30〜20:00
土：8:00〜19:00
日祝：9:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=136,FALSE,FALSE,TRUE,FALSE,35.5609811,139.7183444
203,丸の内CAFE 会店 | タリーズコーヒー,東京都,千代田区,丸の内2丁目7番2号,東京駅徒歩2分以上,03-3217-2022,"平日：7:00〜23:00
土：8：00〜23：00
日祝：9：00〜22：00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=629,TRUE,FALSE,TRUE,FALSE,35.6798409,139.7650921
204,丸の内パレスビル店 | タリーズコーヒー,東京都,千代田区,丸の内1-1-1パレスビル地下1F,大手町駅徒歩2分以上,03-5220-4818,"平日：7:30〜20:00
土：9:00〜19:00
日祝：9:00〜19:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=574,TRUE,FALSE,FALSE,FALSE,35.685381,139.761559
205,丸の内永楽ビルディング店 | タリーズコーヒー,東京都,千代田区,丸の内1-4-1丸の内永楽ビルディングB1F,大手町駅徒歩2分以上,03-5220-5525,"平日：7:30〜20：00
土：8:00〜20:00
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=562,FALSE,FALSE,TRUE,FALSE,35.6843447,139.7648754
206,丸の内東京海上日動ビル店 | タリーズコーヒー,東京都,千代田区,丸の内1-2-1東京海上ビルディング新館1F,大手町駅徒歩2分以上,03-5220-7003,"平日：8:00〜19:00
土：休業日
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=103,TRUE,FALSE,FALSE,TRUE,35.6826241,139.7628919
207,砧世田谷通り店 | タリーズコーヒー,東京都,世田谷区,砧1-15-3GU世田谷砧店1F,祖師ヶ谷大蔵駅徒歩16分以上,03-5727-3063,"平日：8:30〜20:00
土：8:30〜20:00
日祝：8:30〜20:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=204,TRUE,FALSE,TRUE,TRUE,35.636462,139.619053
208,京王高幡SC店 | タリーズコーヒー,東京都,日野市,高幡116-10,高幡不動駅徒歩3分以内,042-506-6466,"平日：7:00〜22:00
土：8:00〜22:00
日祝：8:00〜22:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=234,FALSE,FALSE,TRUE,TRUE,35.6620418,139.4133917
209,京王多摩センター駅店 | タリーズコーヒー,東京都,多摩市,落合1-10-1,京王多摩センター駅徒歩3分以内,042-357-3035,"平日：7:30〜21:30（L.O.21:00)
土：8:00〜21:00（L.O.20:30)
日祝：8:00〜21:00（L.O.20:30)",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=490,FALSE,TRUE,FALSE,TRUE,35.6253076,139.4241064
210,京急蒲田駅店 | タリーズコーヒー,東京都,大田区,蒲田4-50-11ウィングキッチン京急蒲田１Ｆ,京急蒲田駅徒歩3分以内,03-6715-7320,"平日：7:00〜22:00（L.O.21:30）
土：7:00〜22:00（L.O.21:30）
日祝：7:00〜22:00（L.O.21:30）",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=804,TRUE,FALSE,FALSE,FALSE,35.5611774,139.7240354
211,錦糸町アルカウエスト店 | タリーズコーヒー,東京都,墨田区,錦糸1-2-4アルカウエスト2F,錦糸町駅徒歩6分以上,03-5637-5056,"平日：7:30〜19:00
土：11:00〜18:00
日祝：11:00〜18:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=206,TRUE,FALSE,FALSE,TRUE,35.6971549,139.8095509
212,錦糸町オリナスタワー店 | タリーズコーヒー,東京都,墨田区,太平4-1-3オリナスタワー1F,錦糸町駅徒歩6分以上,03-5819-5586,"平日：8:00〜20:00
土：休業日
日祝：休業日",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=306,TRUE,FALSE,FALSE,TRUE,35.7007502,139.8153059
213,錦糸町オリナスモール店 | タリーズコーヒー,東京都,墨田区,太平4-1-2錦糸町オリナスモール1階,錦糸町駅徒歩6分以上,03-5819-8286,"平日：9:00〜21:00
土：9:00〜21:00
日祝：9:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=302,TRUE,TRUE,TRUE,TRUE,35.700722,139.81581
214,錦糸町テルミナ店 | タリーズコーヒー,東京都,墨田区,江東橋3丁目14番5号テルミナ4F,錦糸町駅徒歩3分以内,03-5669-7281,"平日：10:00〜21:00
土：10:00〜21:00
日祝：10:00〜21:00",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=792,TRUE,TRUE,FALSE,FALSE,35.696405,139.814334
215,金町駅南口店 | タリーズコーヒー,東京都,葛飾区,金町6-2-1,京成金町駅徒歩1分以上,03-5648-3206,"平日：8:00〜21:30
土：8:00〜21:30
日祝：8:00〜21:30",https://map.tullys.co.jp/tullys/detailMap?account=tullys&accmd=0&bid=426,TRUE,TRUE,TRUE,TRUE,35.7678131,139.8712874
