id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lon
148,自治医科大学附属病院店 | スターバックス,栃木県,下野市,薬師寺3311-1自治医科大学附属病院,自治医大駅西口 徒歩12分メモ：・310号線沿い、自治医科大学附属病院内・自治医大駅より336号線(駅前通り)の祇園交番前交差点を左折,0285-40-0127,"月〜金：07:00〜21:00
土日祝：08:00〜20:00",http://www.starbucks.co.jp/store/search/detail.php?id=874,TRUE,FALSE,FALSE,FALSE,36.3987412,139.8623912
149,西那須野店 | スターバックス,栃木県,那須塩原市,五軒町5-19,西那須野駅／西口出口 徒歩20分,0287-39-6311,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1462,TRUE,TRUE,FALSE,FALSE,36.8916221,139.9793942
150,高崎貝沢店 | スターバックス,群馬県,高崎市,貝沢町1327-3,高崎問屋町駅貝沢口 徒歩23分メモ：・高崎環状線沿い、上大類町交差点すぐ,027-370-0575,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=833,TRUE,TRUE,FALSE,FALSE,36.339228,139.0272467
151,高崎駅ビル モントレー店 | スターバックス,群馬県,高崎市,八島町222高崎駅ビルモントレー2F,高崎駅／西口出口、上信電鉄） 徒歩2分高崎駅／東口出口、上信電鉄） 徒歩6分メモ：高崎駅ビルモントレー内,027-326-4919,"月〜木：07:00〜22:00
金土：07:00〜22:30
日祝：07:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=231,TRUE,TRUE,FALSE,FALSE,36.3231068,139.0118528
152,イーサイト高崎店 | スターバックス,群馬県,高崎市,八島町222E'site高崎,高崎駅／東口出口、上信電鉄） 徒歩1分高崎駅／西口出口、上信電鉄） 徒歩4分メモ：・JR高崎駅東口 イーサイト1階,027-310-1220,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1020,TRUE,TRUE,FALSE,FALSE,36.3224491,139.0133187
153,高崎オーパ店 | スターバックス,群馬県,高崎市,八島町46-1高崎OPA,高崎駅／西口出口 徒歩3分高崎駅／西口出口、上信電鉄） 徒歩3分高崎駅／東口出口、上信電鉄） 徒歩6分,027-310-5570,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1532,TRUE,TRUE,FALSE,FALSE,36.3231079,139.0111205
154,高崎上中居店 | スターバックス,群馬県,高崎市,上中居町1746,高崎ジャンクションより 約5.2km,027-360-5060,08:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1240,TRUE,TRUE,FALSE,FALSE,36.3242678,139.0346715
155,イオンモール高崎店 | スターバックス,群馬県,高崎市,棟高町1400,前橋インターチェンジより 約4kmメモ：JR高崎線 高崎駅から北に約7km JR両毛線 前橋駅から西に約6km 関越自動車道 前橋ICから北西に約3km 高崎渋川線と平行に走る高渋バイパス（25号）沿い,027-310-9051,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=710,TRUE,FALSE,FALSE,FALSE,36.3904993,139.0066913
156,カインズホーム前橋吉岡店 | スターバックス,群馬県,北群馬郡,吉岡町大久保821カインズスーパーセンター前橋吉岡店,群馬総社駅東口 徒歩16分,0279-30-6381,08:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=603,TRUE,FALSE,FALSE,FALSE,36.4216012,139.0236033
157,けやきウォーク前橋店 | スターバックス,群馬県,前橋市,文京町2-1-1けやきウォーク前橋,前橋駅南口 徒歩18分メモ：県道2号線沿い南町十字路信号の角,027-210-6685,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=749,TRUE,TRUE,FALSE,FALSE,36.3791391,139.0780839
158,前橋元総社店 | スターバックス,群馬県,前橋市,元総社町2-3-10,前橋インターチェンジより 約3.9km,027-210-7151,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1493,TRUE,TRUE,FALSE,FALSE,36.3927583,139.0383775
159,ベイシア西部モール店 | スターバックス,群馬県,伊勢崎市,宮子町3430‐6,駒形インターチェンジより 約2.6km,0270-20-1557,08:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1228,TRUE,TRUE,FALSE,FALSE,36.3321305,139.1583461
160,イオンモール太田店 | スターバックス,群馬県,太田市,石原町81,太田桐生インターチェンジより 約4.6kmメモ：国道122号線沿い,0276-47-8636,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=529,TRUE,TRUE,FALSE,FALSE,36.2940446,139.400463
161,太田西矢島店 | スターバックス,群馬県,太田市,西矢島町718-1,太田桐生インターチェンジより 約6.8km,0276-30-1580,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1438,TRUE,TRUE,FALSE,FALSE,36.273313,139.3758352
162,横川サービスエリア(上り線)店 | スターバックス,群馬県,安中市,松井田町横川917上信越自動車道横川サービスエリア（上り線）内,松井田妙義インターチェンジより 約5.9kmメモ：・上信越自動車道 横川サービスエリア上り線内,027-380-4088,08:00〜20:00,http://www.starbucks.co.jp/store/search/detail.php?id=884,TRUE,FALSE,FALSE,FALSE,36.3419297,138.7397249
163,パワーモール前橋みなみ店 | スターバックス,群馬県,前橋市,新堀町938パワーモール前橋みなみ,前橋南インターチェンジより 約0.5km,027-290-3550,08:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1034,TRUE,TRUE,FALSE,FALSE,36.3300911,139.0955353
164,伊勢崎SMARK店 | スターバックス,群馬県,伊勢崎市,西小保方町368伊勢崎SMARK,伊勢崎インターチェンジより 約2.9kmメモ：・国道17号線沿い・スマーク伊勢崎,0270-40-0530,09:30〜21:30,http://www.starbucks.co.jp/store/search/detail.php?id=908,TRUE,FALSE,FALSE,FALSE,36.3399969,139.2315012
165,浦和 蔦屋書店 | スターバックス,埼玉県,さいたま市,浦和区高砂1-16-12アトレ浦和,浦和駅／東口出口 徒歩5分浦和駅／西口出口 徒歩7分,048-789-6989,,http://www.starbucks.co.jp/store/search/detail.php?id=2071,TRUE,TRUE,FALSE,FALSE,35.8582554,139.657684
166,さいたま新都心店 | スターバックス,埼玉県,さいたま市,中央区新都心10けやきひろば(013区画）,さいたま新都心駅／西口出口 徒歩4分さいたま新都心駅／東口出口 徒歩4分北与野駅／南口出口 徒歩8分,048-600-5637,07:00〜22:30,http://www.starbucks.co.jp/store/search/detail.php?id=1411,TRUE,FALSE,FALSE,FALSE,35.8933805,139.6313626
167,コクーンシティ さいたま新都心店 | スターバックス,埼玉県,さいたま市,大宮区吉敷町4-263-1,さいたま新都心駅／１Ｆ東口出口 徒歩6分さいたま新都心駅／東口出口 徒歩6分さいたま新都心駅／西口出口 徒歩7分,048-650-7331,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1270,TRUE,FALSE,FALSE,FALSE,35.896594,139.6353983
168,ルミネ大宮 LUMINE2店 | スターバックス,埼玉県,さいたま市,大宮区錦町630ルミネ大宮LUMINE23F,大宮駅／東口出口 徒歩1分大宮駅／東口出口 徒歩2分大宮駅／野田線口出口 徒歩2分メモ：ルミネ2、3階,048-648-1107,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=261,TRUE,FALSE,FALSE,FALSE,35.906923,139.624878
169,ルミネ大宮 LUMINE1店 | スターバックス,埼玉県,さいたま市,大宮区錦町630ルミネ大宮LUMINE1B1F,大宮駅／野田線口出口 徒歩1分大宮駅／野田線口出口 徒歩1分大宮駅／野田線口出口 徒歩1分,048-631-3008,"月〜金：07:00〜21:00
土：09:00〜21:00
日：09:00〜20:30
祝：09:00〜21:00",http://www.starbucks.co.jp/store/search/detail.php?id=1589,TRUE,TRUE,FALSE,FALSE,35.9076558,139.6244623
170,大宮西口店 | スターバックス,埼玉県,さいたま市,大宮区桜木町1-1-12NYビル,大宮駅／西口出口 徒歩4分大宮駅／西口出口 徒歩6分大宮駅／東口出口 徒歩7分,048-647-4882,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=402,TRUE,TRUE,FALSE,FALSE,35.9055689,139.6215613
171,大宮マルイ店 | スターバックス,埼玉県,さいたま市,大宮区桜木町2−3大宮マルイ,大宮駅／西口出口 徒歩3分大宮駅／西口出口 徒歩5分大宮駅／東口出口 徒歩6分,048-650-3531,08:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1104,FALSE,TRUE,FALSE,FALSE,35.9069506,139.6218254
172,大宮宮原ステラタウン店 | スターバックス,埼玉県,さいたま市,北区宮原町1-854-1ステラタウン,加茂宮駅出入口 徒歩12分メモ：ステラタウン内 2F,048-662-5538,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=557,TRUE,FALSE,FALSE,FALSE,35.9327191,139.6225141
173,川口店 | スターバックス,埼玉県,川口市,栄町3-13-3マツマルビル,川口駅／東口出口 徒歩6分川口駅／西口出口 徒歩7分メモ：川口駅東口樹モール商店街内,048-240-0055,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=494,TRUE,FALSE,FALSE,FALSE,35.8035178,139.7202919
174,ララガーデン川口店 | スターバックス,埼玉県,川口市,宮町18-9ララガーデン川口,西川口駅／西口出口 徒歩22分メモ：・「ララガーデン川口」バス停よりすぐ,048-240-5277,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=872,TRUE,FALSE,FALSE,FALSE,35.8051109,139.6984486
175,アリオ川口店 | スターバックス,埼玉県,川口市,並木元町1-79アリオ川口1F,川口駅／西口出口 徒歩14分川口駅／東口出口 徒歩14分,048-240-0611,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1490,TRUE,FALSE,FALSE,FALSE,35.8074949,139.7138078
176,イオンモール川口前川店 | スターバックス,埼玉県,川口市,前川1-1-11,川口西インターチェンジより 約3kmメモ：イオンモール川口キャラ内,048-262-1044,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=164,TRUE,FALSE,FALSE,FALSE,35.8341858,139.707058
177,蕨 イトーヨーカドー錦町店 | スターバックス,埼玉県,蕨市,錦町1-12-1イトーヨーカドー錦町店,戸田駅／東口出口 徒歩15分メモ：国道17号線蕨駅入口交差点を戸田方面へ約250ｍ 県道新倉蕨線沿い イトーヨーカドー錦町店1F。ラストオーダー 22:30。,048-447-8148,"月〜金：10:00〜22:00
土日祝：09:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=530,TRUE,FALSE,FALSE,FALSE,35.821847,139.677769
178,ビーンズ戸田公園店 | スターバックス,埼玉県,戸田市,本町4-15-1ビーンズ戸田公園,戸田公園駅／東口出口 徒歩1分戸田公園駅／西口出口 徒歩2分,048-434-5588,07:00〜22:30,http://www.starbucks.co.jp/store/search/detail.php?id=1360,TRUE,FALSE,FALSE,FALSE,35.807887,139.678006
179,イオンモール北戸田店 | スターバックス,埼玉県,戸田市,美女木東1-3-1イオンモール北戸田,北戸田駅西口 徒歩14分メモ：東京外環自動車道戸田東ICすぐ,048-449-0498,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=581,TRUE,TRUE,FALSE,FALSE,35.8266248,139.6526187
180,武蔵浦和ＢＥＡＮＳ店 | スターバックス,埼玉県,さいたま市,南区別所7-12-1武蔵浦和ビーンズ1F,武蔵浦和駅東口 徒歩1分メモ：改札口を出て左折、二方に分かれた階段の左側を降りる,048-865-3505,"月〜木：07:00〜22:00
金土日祝：07:00〜22:30",http://www.starbucks.co.jp/store/search/detail.php?id=251,TRUE,TRUE,FALSE,FALSE,35.8452996,139.6469112
181,浦和別所店 | スターバックス,埼玉県,さいたま市,南区別所3-2-2,中浦和駅東口 徒歩16分メモ：・国道旧１７号線沿い さいたま県庁付近 東京電力前,048-872-8280,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=821,TRUE,TRUE,FALSE,FALSE,35.8551937,139.6472461
182,イオンモール浦和美園店 | スターバックス,埼玉県,さいたま市,緑区美園五丁目50-1イオンモール浦和美園,浦和美園駅2番出口 徒歩12分,048-812-6502,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=668,TRUE,FALSE,FALSE,FALSE,35.8907298,139.7312946
183,TSUTAYA ハレノテラス東大宮店 | スターバックス,埼玉県,さいたま市,見沼区島町393,東大宮駅／東口出口 徒歩19分,048-680-1001,09:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=2106,TRUE,TRUE,FALSE,FALSE,35.9405303,139.6559983
184,さいたま大和田店 | スターバックス,埼玉県,さいたま市,見沼区大和田町1-1931,大和田駅／出入口出口 徒歩15分,048-681-5911,07:00〜22:30,http://www.starbucks.co.jp/store/search/detail.php?id=1398,TRUE,TRUE,FALSE,FALSE,35.9236268,139.6559183
185,イオンモール与野店 | スターバックス,埼玉県,さいたま市,中央区本町西5-2-9イオンモール与野,北与野駅／北口出口 徒歩27分,048-856-7113,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=588,TRUE,TRUE,FALSE,FALSE,35.8909133,139.6148795
186,草加ヴァリエ店 | スターバックス,埼玉県,草加市,高砂2-5-25ヴァリエ,草加駅東口 徒歩1分メモ：草加ヴァリエ１F,048-922-8030,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=638,TRUE,TRUE,FALSE,FALSE,35.8296037,139.8035494
187,ららぽーと新三郷店 | スターバックス,埼玉県,三郷市,新三郷ららシティ3-1-1ららぽーと新三郷2階,新三郷駅／南口出口 徒歩9分新三郷駅／北口出口 徒歩10分,048-950-1020,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1615,TRUE,FALSE,FALSE,FALSE,35.8596283,139.8664842
188,三郷イトーヨーカドー店 | スターバックス,埼玉県,三郷市,ピアラシティ1-1-1イトーヨーカドー三郷店,外環三郷西インターチェンジより 約1.3km,048-949-1830,09:30〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=617,TRUE,TRUE,FALSE,FALSE,35.843342,139.854243
189,越谷イオンレイクタウン mori 1階店 | スターバックス,埼玉県,越谷市,レイクタウン3-1-1イオンレイクタウンmori,越谷レイクタウン駅出入口 徒歩22分メモ：・イオンレイクタウンmoriセンターコート前,048-930-7355,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=864,TRUE,FALSE,FALSE,FALSE,35.882039,139.828022
190,越谷イオンレイクタウン mori ガーデンウォーク店 | スターバックス,埼玉県,越谷市,レイクタウン3-1-1イオンレイクタウンmori,越谷レイクタウン駅出入口 徒歩16分メモ：・イオンレイクタウンmori駐車場前,048-930-7368,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=865,TRUE,FALSE,FALSE,FALSE,35.882039,139.828022
191,越谷イオンレイクタウン mori 3階店 | スターバックス,埼玉県,越谷市,レイクタウン3-1-1イオンレイクタウンmori,越谷レイクタウン駅出入口 徒歩15分メモ：・イオンレイクタウンmori3階タワーレコード前,048-930-7466,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=866,TRUE,FALSE,FALSE,FALSE,35.882039,139.828022
192,越谷イオンレイクタウン kaze店 | スターバックス,埼玉県,越谷市,レイクタウン4-2-2イオンレイクタウンkaze,越谷レイクタウン駅出入口 徒歩5分メモ：・イオンレイクタウンkaze1階、マルエツ前,048-934-3103,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=867,TRUE,TRUE,FALSE,FALSE,35.8778002,139.8245962
193,越谷レイクタウン アウトレット店 | スターバックス,埼玉県,越谷市,レイクタウン4-1-1レイクタウンアウトレット,越谷レイクタウン駅出入口 徒歩12分,048-940-1759,10:00〜20:00,http://www.starbucks.co.jp/store/search/detail.php?id=1026,TRUE,TRUE,FALSE,FALSE,35.8804169,139.8249215
194,東武新越谷駅店 | スターバックス,埼玉県,越谷市,南越谷1-11-4東武新越谷駅ビル,新越谷駅東口 徒歩1分南越谷駅南口 徒歩2分メモ：東武新越谷駅構内コンコース,048-961-3005,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=550,TRUE,TRUE,FALSE,FALSE,35.8749003,139.7899771
195,獨協医科大学埼玉医療センター店 | スターバックス,埼玉県,越谷市,南越谷2-1-50獨協医科大学埼玉医療センター,南越谷駅北口 徒歩4分新越谷駅西口 徒歩6分メモ：・南越谷駅北口より越谷方面・ミスタードーナツ・セブンイレブンの並び,048-960-5051,"月〜金：07:30〜19:00
土：07:30〜17:00
日祝：12:00〜17:00",http://www.starbucks.co.jp/store/search/detail.php?id=823,FALSE,FALSE,FALSE,FALSE,35.8777555,139.7899132
196,ララガーデン春日部店 | スターバックス,埼玉県,春日部市,南1-1-1(店舗番号1230)ララガーデン春日部,春日部駅西口 徒歩7分メモ：・春日部駅西口・線路沿い,048-731-6750,09:30〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=768,TRUE,FALSE,FALSE,FALSE,35.9771068,139.7551783
197,イオンモール春日部店 | スターバックス,埼玉県,春日部市,下柳420-1,藤の牛島駅徒歩19分,048-718-1025,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1128,TRUE,TRUE,FALSE,FALSE,35.9876784,139.7880785
198,東武久喜駅店 | スターバックス,埼玉県,久喜市,中央2-1-1東武久喜駅,久喜駅出入口 徒歩2分久喜駅出入口 徒歩2分,0480-29-1550,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=682,TRUE,FALSE,FALSE,FALSE,36.065342,139.677398
199,モラージュ菖蒲店 | スターバックス,埼玉県,久喜市,菖蒲町菖蒲6005-1モラージュ菖蒲,白岡菖蒲インターチェンジより 約5.1kmメモ：・国道122号線バイパス県道12号川越栗橋線交差点,0480-87-1033,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1036,TRUE,TRUE,FALSE,FALSE,36.075113,139.611953
200,羽生パーキングエリア（下り線）店 | スターバックス,埼玉県,羽生市,弥勒三新田824Pasar羽生,羽生インターチェンジより 約1.6kmメモ：・東北自動車道 羽生パーキングエリア下り線内,048-566-3611,"月〜金：07:00〜22:00
土日祝：06:30〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=951,TRUE,FALSE,FALSE,FALSE,36.1808675,139.585835
201,イオンモール羽生店 | スターバックス,埼玉県,羽生市,川崎2-281-3イオンモール羽生,羽生インターチェンジより 約7.4kmメモ：・東北自動車道羽生I・Cから南西に4.5kmと程近く、国道122号と国道125号バイパスが合流した幹線道路に面しています。,048-560-0131,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=790,TRUE,TRUE,FALSE,FALSE,36.1428893,139.5418351
202,蓮田サービスエリア（上り線）店 | スターバックス,埼玉県,蓮田市,黒浜3475-3東北自動車道蓮田サービスエリア（上り線）内,久喜白岡ジャンクションより 約6.8kmメモ：・東北自動車道 蓮田サービスエリア上り線内,048-765-7711,06:30〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=712,TRUE,FALSE,FALSE,FALSE,36.000089,139.668374
203,西武本川越駅店 | スターバックス,埼玉県,川越市,新富町1-22本川越駅構内,本川越駅／出入口出口 徒歩1分川越市駅／出入口出口 徒歩13分川越駅東口 徒歩15分メモ：本川越駅内,049-225-8840,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=281,TRUE,TRUE,FALSE,FALSE,35.915122,139.481892
204,川越鐘つき通り店 | スターバックス,埼玉県,川越市,幸町15-18,本川越駅／出入口出口 徒歩19分,049-228-5600,08:00〜20:00,http://www.starbucks.co.jp/store/search/detail.php?id=1554,TRUE,FALSE,FALSE,FALSE,35.9234925,139.4838961
205,カインズスーパーモールかわじま店 | スターバックス,埼玉県,比企郡,川島町上伊草210カインズスーパーモールかわじま,川島インターチェンジより 約1kmメモ：国道254号・川越から東松山方面へ車で約10分。カインズスーパーモール内に出来たドライブスルーのお店です。,049-299-2601,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=720,TRUE,TRUE,FALSE,FALSE,35.9771554,139.4669671
206,TSUTAYA 坂戸八幡店 | スターバックス,埼玉県,坂戸市,八幡1-3-21,坂戸駅／北口出口 徒歩19分,049-288-5111,08:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=2074,TRUE,TRUE,FALSE,FALSE,35.9585474,139.4028444
207,ルミネ川越店 | スターバックス,埼玉県,川越市,脇田本町39-19ルミネ川越,川越駅西口 徒歩1分本川越駅／出入口出口 徒歩15分メモ：ルミネ川越店2F,049-240-6205,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=537,TRUE,TRUE,FALSE,FALSE,35.9071381,139.4826505
208,埼玉医科大学国際医療センター店 | スターバックス,埼玉県,日高市,山根稲荷山1397-1埼玉医科大学国際医療センター,メモ：・東毛呂駅、高麗川駅、飯能駅からそれぞれバスがでています。・県道30号線沿い、埼玉医科大学病院内。エスカレーターを昇って、2階に店舗があります。,042-984-0031,"月〜土：08:00〜20:00
日祝：10:00〜20:00",http://www.starbucks.co.jp/store/search/detail.php?id=752,TRUE,TRUE,FALSE,FALSE,35.9213004,139.3217193
209,カインズホーム鶴ヶ島店 | スターバックス,埼玉県,鶴ヶ島市,三ツ木奥仲580-1,圏央鶴ヶ島インターチェンジより 約1.4kmメモ：カインズホーム向かい、圏央道鶴ヶ島ICすぐ,049-272-5261,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=667,TRUE,TRUE,FALSE,FALSE,35.9270284,139.3920114
210,朝霞駅前店 | スターバックス,埼玉県,朝霞市,本町2-4-18バモスビル,朝霞駅南口 徒歩2分メモ：南口出口正面の横断歩道を渡ってすぐ,048-460-1960,"月〜木：07:00〜22:00
金：07:00〜22:30
土：08:00〜22:30
日祝：08:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=471,TRUE,TRUE,FALSE,FALSE,35.7967002,139.5993786
211,志木駅前店 | スターバックス,埼玉県,新座市,東北2-39-1井下田第２ビル1F,志木駅／東口出口 徒歩1分志木駅／南口出口 徒歩3分志木駅／北口出口 徒歩4分,048-476-0551,"月〜金：07:00〜22:00
土日祝：08:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=162,TRUE,TRUE,FALSE,FALSE,35.8228104,139.5749608
212,エキア志木店 | スターバックス,埼玉県,新座市,東北2-38-1EQUiA志木,志木駅／南口出口 徒歩1分志木駅／北口出口 徒歩1分志木駅／東口出口 徒歩1分,048-486-3020,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1587,TRUE,TRUE,FALSE,FALSE,35.822087,139.574959
213,ららぽーと富士見店 | スターバックス,埼玉県,富士見市,山室1-1313,所沢インターチェンジより 約8.3km,049-275-1115,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1246,TRUE,FALSE,FALSE,FALSE,35.8597471,139.5483014
214,三芳パーキングエリア(下り線）店 | スターバックス,埼玉県,入間郡,三芳町上富2218-1三芳パーキングエリア(下り線）,所沢インターチェンジより 約6.4kmメモ：・関越自動車道 三芳パーキングエリア下り線内,049-274-5481,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=799,TRUE,FALSE,FALSE,FALSE,35.8410267,139.5020326
215,ピオニウォーク東松山店 | スターバックス,埼玉県,東松山市,あずま町4-3,高坂駅東口 徒歩18分メモ：・高坂駅東口より、直進１km程・国道407号バイパス沿い・ショッピングモール「ピオニウォーク東松山」1F,0493-31-0105,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=953,TRUE,TRUE,FALSE,FALSE,36.0056302,139.4107368
216,なめがわ森林モール店 | スターバックス,埼玉県,比企郡,滑川町羽尾2806−1,東松山インターチェンジより 約4.5kmメモ：・埼玉県道47号、武蔵丘陵森林公園前 ベイシア・カインズホーム駐車場敷地内,0493-57-1151,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=687,TRUE,TRUE,FALSE,FALSE,36.0585491,139.3705635
217,ふじみ野店 | スターバックス,埼玉県,ふじみ野市,ふじみ野4-9-1,ふじみ野駅西口 徒歩11分,049-256-5502,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=971,TRUE,TRUE,FALSE,FALSE,35.8577381,139.5164457
218,飯能ＰｅＰｅ店 | スターバックス,埼玉県,飯能市,仲町11-21飯能ＰｅＰｅ2F,飯能駅北口 徒歩2分東飯能駅西口 徒歩12分メモ：飯能PePe 2F,042-974-6866,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=240,TRUE,TRUE,FALSE,FALSE,35.8511325,139.3196487
219,イオン入間店 | スターバックス,埼玉県,入間市,上藤沢下原462イオン入間ショッピングセンター,入間インターチェンジより 約3.4kmメモ：安川通り沿い・国道463号線、国道10号線近く。武蔵藤沢駅よりバス10分,04-2901-4556,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=501,TRUE,FALSE,FALSE,FALSE,35.8212558,139.3950806
220,グランエミオ所沢店 | スターバックス,埼玉県,所沢市,くすのき台1-14-5グランエミオ所沢,所沢駅／東口出口 徒歩2分所沢駅／南口出口 徒歩4分所沢駅／西口出口 徒歩6分,04-2968-8702,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1531,TRUE,TRUE,FALSE,FALSE,35.7868311,139.4740386
221,新所沢パルコ店 | スターバックス,埼玉県,所沢市,緑町1-2-1新所沢パルコ,新所沢駅／西口出口 徒歩3分新所沢駅／東口出口 徒歩5分メモ：新所沢パルコ内,04-2998-8167,08:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=290,TRUE,TRUE,FALSE,FALSE,35.8051276,139.4552152
222,所沢けやき台店 | スターバックス,埼玉県,所沢市,けやき台2-17-10,西所沢駅／出入口出口 徒歩18分,04-2920-2361,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1152,TRUE,TRUE,FALSE,FALSE,35.7969076,139.4549003
223,所沢小手指バイパス店 | スターバックス,埼玉県,所沢市,北野１-2-67,小手指駅／南口出口 徒歩18分,04-2938-5350,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1437,TRUE,TRUE,FALSE,FALSE,35.7965325,139.4283305
224,アズ熊谷店 | スターバックス,埼玉県,熊谷市,筑波2-115熊谷駅ビルＡＺ２,熊谷駅正面口 徒歩1分上熊谷駅出入口 徒歩15分,048-527-4510,07:00〜22:30,http://www.starbucks.co.jp/store/search/detail.php?id=298,TRUE,FALSE,FALSE,FALSE,36.1398383,139.3903755
225,上尾二ツ宮店 | スターバックス,埼玉県,上尾市,二ツ宮957-1,桶川加納インターチェンジより 約6.9km,048-770-6801,08:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1447,TRUE,TRUE,FALSE,FALSE,35.9814914,139.6028073
226,桶川下日出谷店 | スターバックス,埼玉県,桶川市,下日出谷893-1,桶川駅／西口出口 徒歩20分,048-789-0077,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1481,TRUE,TRUE,FALSE,FALSE,35.9982272,139.546259
227,上里サービスエリア(上り線）店 | スターバックス,埼玉県,児玉郡,上里町五明849-1上里サービスエリア(上り線）,藤岡ジャンクションより 約5.8kmメモ：・関越自動車道 上里サービスエリア上り線内,0495-35-1075,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=800,TRUE,FALSE,FALSE,FALSE,36.2561867,139.1199555
228,上里サービスエリア（下り線）店 | スターバックス,埼玉県,児玉郡,上里町五明820上里サービスエリア（下り線）,藤岡ジャンクションより 約6.4kmメモ：・関越自動車道 上里サービスエリア下り線内,0495-35-1101,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=815,TRUE,FALSE,FALSE,FALSE,36.2546236,139.1196964
