id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lon,chair
80,ポートライナー三宮駅店 | 上島珈琲店,兵庫県,神戸市,中央区雲井通8丁目ポートライナー三宮駅構内,三宮駅徒歩3分以内,078-251-7696,"平日7:00～22:00
土日祝7:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=1319,TRUE,TRUE,FALSE,TRUE,35.65658,139.705478,"38席
(禁煙:14/喫煙:24)"
81,ペアナードオダサガ店 | 上島珈琲店,神奈川県,相模原市,南区南台5-11-19ペアナードオダサガ２０８,小田急相模原駅徒歩2分,042-851-5041,"平日7:30～22:00
土7:30～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4027,TRUE,FALSE,FALSE,TRUE,35.706655,139.687136,"44席
(禁煙:39/喫煙:5)"
82,ピオニウォーク東松山店 | 上島珈琲店,埼玉県,東松山市,あずま町4-3ピオニウォーク東松山市1F,高坂駅徒歩16分,0493-81-6704,"平日10:00～22:00
土日祝10:00～22:00（21:30ラストオーダー）",https://shop.ufs.co.jp/ufs/spot/detail?code=4028,TRUE,FALSE,FALSE,TRUE,35.705518,139.649267,"71席
(禁煙:59/喫煙:12)"
83,なんばマルイ店 | 上島珈琲店,大阪府,大阪市,中央区難波3丁目8－9なんばマルイB1F,なんば駅徒歩1分,06-6586-6110,"月～土11:00～20:30
日祝11:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3723,TRUE,FALSE,FALSE,TRUE,35.702856,139.636763,38席
84,トレッサ横浜店 | 上島珈琲店,神奈川県,横浜市,港北区師岡町700トレッサ横浜南棟2階,大倉山駅徒歩20分,045-718-6861,10:00～21:00,https://shop.ufs.co.jp/ufs/spot/detail?code=3716,FALSE,FALSE,FALSE,FALSE,35.728572,139.711744,56席
85,ダイバーシティ東京プラザ店 | 上島珈琲店,東京都,江東区,青海1-1ダイバーシティ東京プラザ5F52600,船の科学館駅徒歩3分,03-6457-2627,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3685,FALSE,FALSE,TRUE,FALSE,35.728572,139.711744,69席
86,サカエチカ店 | 上島珈琲店,愛知県,名古屋市,中区栄3-4-6サカエチカ内,栄駅徒歩3分,052-950-2113,"平日・土07:30～21:00
日08:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3684,TRUE,TRUE,FALSE,TRUE,35.73402,139.738375,"59席
(禁煙:45/喫煙:14)"
87,カトレヤプラザ伊勢佐木店 | 上島珈琲店,神奈川県,横浜市,中区伊勢佐木町1-5-4カトレヤプラザ伊勢佐木1F,関内駅徒歩4分,045-250-5751,"平日7:30～22:00
土日祝7:30～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3680,FALSE,TRUE,FALSE,TRUE,35.743709,139.780944,"59席
(禁煙:43/喫煙:16)"
88,エミオ武蔵境店 | 上島珈琲店,東京都,武蔵野市,境南町2-1-17エミオ武蔵境1F,武蔵境駅徒歩1分,0422-30-5395,"平日7:30～22:00
土8:00～22:00
日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3703,TRUE,TRUE,FALSE,TRUE,35.744129,139.605894,"77席
(禁煙:67/喫煙:10)"
89,エミオ石神井公園店 | 上島珈琲店,東京都,練馬区,石神井町4-1-17エミオ石神井公園1F,石神井公園駅徒歩3分以内,03-6913-2414,"平日7:30～22:00
土8:00～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3702,TRUE,TRUE,TRUE,TRUE,35.764647,139.851917,"63席
(禁煙:53/喫煙:10)"
90,イオンモール名取店 | 上島珈琲店,宮城県,名取市,杜せきのした5-3-1イオンモール名取1F,名取駅徒歩22分,022-796-2631,"平日09:00～21:00
土日祝09:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3719,TRUE,TRUE,FALSE,TRUE,35.614138,139.380016,"55席
(禁煙:47/喫煙:8)"
91,イオンモール東久留米店 | 上島珈琲店,東京都,東久留米市,南沢5-17-62イオンモール東久留米1F,東久留米駅徒歩26分,042-497-5513,"平日9:00～22:00
土日祝9:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4022,FALSE,FALSE,TRUE,TRUE,35.703049,139.579548,"70席
(禁煙:57/喫煙:13)"
92,イオンモール船橋店 | 上島珈琲店,千葉県,船橋市,山手1-1-8イオンモール船橋2F,新船橋駅徒歩1分,047-404-6000,"平日09:00～22:00
土日祝09:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3686,TRUE,TRUE,FALSE,TRUE,35.701927,139.542907,50席
93,イオンモール春日部店 | 上島珈琲店,埼玉県,春日部市,下柳420-1イオンモール春日部3F,藤の牛島駅徒歩18分,048-878-8163,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3700,FALSE,TRUE,TRUE,TRUE,35.670662,139.479447,"81席
(禁煙:67/喫煙:14)"
94,イオンモール浦和美園店 | 上島珈琲店,埼玉県,さいたま市,緑区美園5丁目50番地1イオンモール浦和美園店内2F,浦和美園駅徒歩5分,048-789-6277,"平日9:00～22:00
土日祝9:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4017,TRUE,FALSE,FALSE,TRUE,35.543795,139.446587,"74席
(禁煙:54/喫煙:20)"
95,アリオ鷲宮店 | 上島珈琲店,埼玉県,久喜市,久本寺谷田7-1アリオ鷲宮1F,鷲宮駅徒歩28分,0480-53-5965,"平日10:00～22:00
土日祝10:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3693,TRUE,FALSE,TRUE,TRUE,35.700173,139.506635,"65席
(禁煙:51/喫煙:14)"
96,アリオ北砂店 | 上島珈琲店,東京都,江東区,北砂2-17-1アリオ北砂1F,西大島駅徒歩10分,03-5633-8777,"平日10:00～22:00
土日祝10:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3683,FALSE,TRUE,FALSE,TRUE,35.744829,139.527046,52席
97,アリオ亀有店 | 上島珈琲店,東京都,葛飾区,亀有3-49-3アリオ亀有2F,亀有駅徒歩6分,03-6231-2870,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3709,FALSE,FALSE,FALSE,FALSE,35.465952,139.620071,48席
98,アミュエスト店 | 上島珈琲店,福岡県,福岡市,博多区博多駅中央街1-1アミュエスト1F,博多駅徒歩1分,092-461-0110,"平日7:00～23:00
土日祝7:00～23:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4009,FALSE,FALSE,FALSE,FALSE,35.464374,139.620463,"57席
(禁煙:31/喫煙:26)"
99,あみプレミアム・アウトレット店 | 上島珈琲店,茨城県,稲敷郡,阿見町よしわら4-1-1区画2120,稲敷郡から県道68号線経由11分,029-833-6533,"平日9:30～20:00
土日祝9:30～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3681,FALSE,TRUE,FALSE,TRUE,35.466449,139.618371,"54席
(禁煙:38/喫煙:16)"
100,アズ熊谷店 | 上島珈琲店,埼玉県,熊谷市,筑波3-202ティアラ213階ｱｽﾞｲｰｽﾄ,熊谷駅徒歩4分,048-527-1213,"平日10:00～22:00
土日祝10:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3671,FALSE,TRUE,TRUE,TRUE,35.457889,139.631937,"48席
(禁煙:40/喫煙:8)"
101,あざみ野店 | 上島珈琲店,神奈川県,横浜市,青葉区あざみ野2-2-20横浜市営地下鉄あざみ野駅改札前,あざみ野駅徒歩3分以内,045-905-2132,"平日7:00～22:00
土日祝7:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3656,FALSE,FALSE,TRUE,FALSE,35.465624,139.624948,"68席
(禁煙:45/喫煙:23)"
102,アクロスプラザ橿原店 | 上島珈琲店,奈良県,橿原市,曽我町45-1アクロスプラザＴＳＵＴＡＹＡ橿原店内,金橋駅徒歩4分,0744-20-3443,"平日9:00～00:00
土日祝9:00～00:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4035,FALSE,FALSE,TRUE,FALSE,35.465624,139.624948,"45席
(禁煙33/喫煙12)"
103,ＯＢＰ店 | 上島珈琲店,大阪府,大阪市,中央区城見2-1-61ツイン211F,大阪ビジネスパーク駅徒歩2分,06-4790-6123,"平日7:00～22:00
土8:00～22:00
日祝9:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3663,FALSE,TRUE,FALSE,TRUE,35.439008,139.645814,"102席
(禁煙:72/喫煙:30)"
104,OAPタワー店 | 上島珈琲店,大阪府,大阪市,北区天満橋1-8-30OAPタワー2F,桜ノ宮駅徒歩7分,06-6136-1480,"平日8:00～20:00
土日祝10:00～18:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3659,TRUE,TRUE,FALSE,TRUE,35.444939,139.632849,"96席
(禁煙:46/喫煙:50)"
105,No.11 | 上島珈琲店,東京都,港区,新橋6-1-11Daiwa御成門ビル1F,御成門駅徒歩2分,03-5733-6468,"平日7:00～20:00
土日祝8:00～18:00※9月9日（日）電気設備点検のため13:00～18:00の営業となります。",https://shop.ufs.co.jp/ufs/spot/detail?code=3617,TRUE,TRUE,TRUE,FALSE,35.524613,139.645609,96席
106,NEOPASA浜松上り店 | 上島珈琲店,静岡県,浜松市,浜北区大平36新東名高速道路NEOPASA浜松上り線内,フルーツパーク駅徒歩27分,053-581-8110,"平日08:00～21:00
土日祝08:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3679,FALSE,FALSE,FALSE,FALSE,35.535894,139.631444,57席
107,NEOPASA浜松下り店 | 上島珈琲店,静岡県,浜松市,北区都田町7822-7新東名高速道路NEOPASA浜松下り線,フルーツパーク駅徒歩23分,053-489-3017,"平日08:00～21:00
土日祝08:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3722,FALSE,FALSE,FALSE,FALSE,35.430492,139.558858,サービスエリア内
108,NEOPASA駿河湾沼津下り店 | 上島珈琲店,静岡県,沼津市,根古屋919-1新東名高速道路NEOPASA駿河湾沼津下り線内,片浜駅徒歩54分,055-946-5233,"平日07:00～22:00
土日祝07:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3678,TRUE,FALSE,FALSE,FALSE,35.37471,139.57754,サービスエリア内
109,MARK IS みなとみらい店 | 上島珈琲店,神奈川県,横浜市,西区みなとみらい3-5-1MARKISみなとみらいB4F,みなとみらい駅徒歩1分,045-319-6377,"平日7:30～21:00
土日祝7:30～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4025,FALSE,TRUE,FALSE,TRUE,35.567894,139.553675,76席
110,COREDO日本橋店 | 上島珈琲店,東京都,中央区,日本橋1-4-1COREDO日本橋B1F,三越前駅徒歩7分,03-5255-7221,"月～土7:00～22:00
日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3613,TRUE,TRUE,FALSE,TRUE,35.543563,139.516171,"74席
(禁煙:41/喫煙:33)"
